NOME DE PREGÃO,SEGMENTO,Demonstrações Financeiras do Exercício,Unnamed: 3,Unnamed: 4,Unnamed: 5,Assembléia Geral Ordinária,Unnamed: 7,Formulário de Referência,Unnamed: 9,Reunião Pública com Analistas,Unnamed: 11,Informações do 1º Trimestre - ITR,Unnamed: 13,Informações do 2º Trimestre - ITR,Unnamed: 15,Informações do 3º Trimestre - ITR,Unnamed: 17,Apresentação Pública sobre Divulgação de Resultados,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atualizado,2020-10-16 00:00:00
,,Demonstrações Financeiras Anuais Completas,,Padronizadas - DFP,,,,,,,,,,,,,,Exercício Social,,1º trimestre,,2º trimestre,,3º trimestre,,,,
,,Previsão,Entrega,Previsão,Entrega,Previsão,Realização ,Previsão,Entrega,Previsão,Disponibilização do Material,Previsão,Entrega,Previsão,Entrega,Previsão,Entrega,Previsão,Disponibilização do Material,Previsão,Disponibilização do Material,Previsão,Disponibilização do Material,Previsão,Disponibilização do Material,,,
CR2,NM,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-04-29 00:00:00,2020-04-30 00:00:00,2020-05-27 00:00:00,2020-05-29 00:00:00,,,2020-06-16 00:00:00,2020-06-16 00:00:00,2020-08-12 00:00:00,2020-08-24 00:00:00,2020-11-12 00:00:00,,2020-03-30 00:00:00,,2020-05-14 00:00:00,2020-06-17 00:00:00,2020-08-13 00:00:00,2020-08-25 00:00:00,2020-11-13 00:00:00,,,,
CSU CARDSYST,NM,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-04-29 00:00:00,2020-04-29 00:00:00,2020-05-28 00:00:00,2020-05-28 00:00:00,,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-12 00:00:00,,2020-03-12 00:00:00,,2020-05-07 00:00:00,2020-05-06 00:00:00,2020-08-13 00:00:00,2020-08-12 00:00:00,2020-11-13 00:00:00,,,,
CTC S.A.,MA,2020-06-19 00:00:00,2020-06-19 00:00:00,2020-06-19 00:00:00,2020-06-19 00:00:00,2020-07-23 00:00:00,2020-07-23 00:00:00,2020-10-22 00:00:00,,,,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-10-22 00:00:00,2020-08-14 00:00:00,2021-02-12 00:00:00,,,,,,,,,,,,
CVC BRASIL,NM,2020-07-31 00:00:00,2020-08-03 00:00:00,2020-07-31 00:00:00,2020-08-03 00:00:00,2020-10-09 00:00:00,,2020-09-09 00:00:00,,,,2020-09-30 00:00:00,2020-09-30 00:00:00,2020-10-26 00:00:00,,2020-11-16 00:00:00,,2020-08-03 00:00:00,,2020-10-01 00:00:00,2020-10-01 00:00:00,2020-10-27 00:00:00,,2020-11-17 00:00:00,,,,
CYRE COM-CCP,NM,2020-02-17 00:00:00,2020-02-17 00:00:00,2020-02-17 00:00:00,2020-02-17 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-15 00:00:00,2020-05-07 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-13 00:00:00,,2020-02-18 00:00:00,,2020-05-08 00:00:00,2020-05-08 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-11-11 00:00:00,,,,
CYRELA REALT,NM,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-07-23 00:00:00,2020-07-23 00:00:00,2020-07-31 00:00:00,2020-07-30 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,2020-03-20 00:00:00,,2020-05-15 00:00:00,2020-05-14 00:00:00,2020-08-14 00:00:00,2020-08-13 00:00:00,2020-11-13 00:00:00,,,,
D1000VFARMA,NM,2020-07-16 00:00:00,2020-07-16 00:00:00,2020-07-16 00:00:00,2020-07-16 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-07-16 00:00:00,2020-07-16 00:00:00,,,2020-07-16 00:00:00,2020-07-16 00:00:00,2020-08-16 00:00:00,2020-08-17 00:00:00,2020-11-04 00:00:00,,2020-07-17 00:00:00,,2020-07-17 00:00:00,,2020-08-17 00:00:00,2020-08-17 00:00:00,2020-11-05 00:00:00,,,,
DIRECIONAL,NM,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-05-25 00:00:00,2020-05-25 00:00:00,2020-06-01 00:00:00,2020-06-01 00:00:00,,2020-01-13 00:00:00,2020-05-12 00:00:00,2020-05-14 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-09 00:00:00,,2020-03-10 00:00:00,,2020-05-13 00:00:00,2020-05-15 00:00:00,2020-08-17 00:00:00,2020-08-17 00:00:00,2020-11-10 00:00:00,,,,
DURATEX,NM,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,2020-10-30 00:00:00,,2020-02-13 00:00:00,,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-11-03 00:00:00,,,,
ECORODOVIAS,NM,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-04-16 00:00:00,2020-04-16 00:00:00,2020-06-05 00:00:00,2020-06-05 00:00:00,,2020-01-15 00:00:00,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,2020-11-04 00:00:00,,2020-02-19 00:00:00,,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-07-30 00:00:00,2020-08-14 00:00:00,2020-11-05 00:00:00,,,,
ELETROBRAS,N1,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,2020-06-25 00:00:00,2020-06-25 00:00:00,2020-11-13 00:00:00,,2020-05-28 00:00:00,2020-05-28 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-11 00:00:00,,,,,,,,,,,,
EMBRAER,NM,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-04-29 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-07-30 00:00:00,2020-08-05 00:00:00,2020-11-10 00:00:00,,2020-03-26 00:00:00,,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-11-10 00:00:00,,,,
ENAUTA PART,NM,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-06-24 00:00:00,2020-06-24 00:00:00,2020-07-16 00:00:00,2020-07-16 00:00:00,,,2020-05-13 00:00:00,2020-05-13 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-11-11 00:00:00,,2020-03-12 00:00:00,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-12 00:00:00,,,,
ENERGIAS BR,NM,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-07-06 00:00:00,2020-07-06 00:00:00,,,2020-05-05 00:00:00,2020-05-05 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-10-28 00:00:00,,2020-02-19 00:00:00,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-31 00:00:00,2020-08-31 00:00:00,2020-10-29 00:00:00,,,,
ENERGISA,N2,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-06-05 00:00:00,2020-06-04 00:00:00,2020-10-06 00:00:00,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,2020-05-29 00:00:00,,,,,,,,,,
ENEVA,NM,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-04-29 00:00:00,2020-04-29 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-14 00:00:00,2020-05-15 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,2020-11-12 00:00:00,,2020-03-24 00:00:00,,2020-05-18 00:00:00,2020-05-18 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-13 00:00:00,,,,
ENGIE BRASIL,NM,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,2020-01-16 00:00:00,2020-06-24 00:00:00,2020-06-24 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-11-05 00:00:00,,2020-02-19 00:00:00,,2020-06-25 00:00:00,2020-06-24 00:00:00,2020-07-31 00:00:00,2020-07-30 00:00:00,2020-11-06 00:00:00,,,,
EQUATORIAL,NM,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-07-08 00:00:00,2020-07-08 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-13 00:00:00,,2020-05-25 00:00:00,,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-08-17 00:00:00,2020-08-17 00:00:00,2020-11-16 00:00:00,,,,
ESTAPAR,NM,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-05-05 00:00:00,2020-05-05 00:00:00,2020-05-14 00:00:00,2020-05-14 00:00:00,,,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-10 00:00:00,,2020-05-14 00:00:00,,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-12 00:00:00,,,,
ETERNIT,NM,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,,,2020-05-28 00:00:00,2020-05-28 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,2020-11-10 00:00:00,,2020-03-26 00:00:00,,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-11 00:00:00,,,,
EUCATEX,N1,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-08-03 00:00:00,2020-11-12 00:00:00,,2020-06-24 00:00:00,2020-06-24 00:00:00,2020-08-26 00:00:00,2020-08-26 00:00:00,2020-11-11 00:00:00,,2020-03-04 00:00:00,,2020-05-18 00:00:00,,2020-08-17 00:00:00,,2020-11-16 00:00:00,,,,
EVEN,NM,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-11-10 00:00:00,,2020-03-31 00:00:00,,2020-05-18 00:00:00,2020-05-18 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-11-11 00:00:00,,,,
EZTEC,NM,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-06-05 00:00:00,2020-06-05 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,2020-03-18 00:00:00,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-13 00:00:00,,,,
FER HERINGER,NM,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-15 00:00:00,2020-06-15 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-11-13 00:00:00,,2020-04-03 00:00:00,,2020-06-16 00:00:00,2020-06-16 00:00:00,2020-08-31 00:00:00,2020-08-31 00:00:00,2020-11-16 00:00:00,,,,
FERBASA,N1,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-07-28 00:00:00,2020-07-28 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-11-17 00:00:00,,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,,,,,,,,,,,
FLEURY,NM,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-24 00:00:00,2020-07-24 00:00:00,,,2020-05-15 00:00:00,2020-05-14 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-10-29 00:00:00,,2020-02-20 00:00:00,,2020-04-24 00:00:00,2020-05-14 00:00:00,2020-07-31 00:00:00,2020-07-30 00:00:00,2020-10-30 00:00:00,,,,
FLEX S/A,MA,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-19 00:00:00,2020-06-19 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,2020-11-14 00:00:00,,,,,,,,,,,,
FRAS-LE,N1,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-11-12 00:00:00,,2020-06-03 00:00:00,2020-06-03 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-11 00:00:00,,,,,,,,,,,,
GAFISA,NM,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-07-31 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,2020-11-11 00:00:00,,2020-03-26 00:00:00,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-12 00:00:00,,,,
GENERALSHOPP,NM,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-13 00:00:00,2020-05-13 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-13 00:00:00,,2020-03-31 00:00:00,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-16 00:00:00,,,,
GERDAU,N1,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-07-20 00:00:00,2020-07-20 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-11-11 00:00:00,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-10-28 00:00:00,,,,,,,,,,,,
GERDAU MET,N1,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-07-24 00:00:00,2020-07-24 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-11-11 00:00:00,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-10-28 00:00:00,,,,,,,,,,,,
GOL,N2,2020-02-28 00:00:00,2020-02-28 00:00:00,2020-02-28 00:00:00,2020-02-28 00:00:00,2020-04-16 00:00:00,2020-04-16 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-01-09 00:00:00,2020-01-10 00:00:00,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-10-30 00:00:00,,,,,,,,,,,,
GRENDENE,NM,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-07-06 00:00:00,2020-07-06 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-10-29 00:00:00,,2020-05-15 00:00:00,,2020-08-14 00:00:00,2020-05-15 00:00:00,2020-07-31 00:00:00,2020-08-13 00:00:00,2020-10-30 00:00:00,,,,
GRUPO MATEUS,NM,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-10-20 00:00:00,2020-10-09 00:00:00,,,2020-08-14 00:00:00,2020-09-18 00:00:00,2020-08-14 00:00:00,2020-09-28 00:00:00,2020-11-11 00:00:00,,,,,,,,,,,,
GRUPO NATURA,NM,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,2020-01-06 00:00:00,2020-05-07 00:00:00,2020-05-08 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,,,,,,,,,,,
GRUPO SOMA,NM,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,,,2020-05-05 00:00:00,2020-05-05 00:00:00,2020-08-27 00:00:00,2020-08-28 00:00:00,2020-11-04 00:00:00,,2020-02-28 00:00:00,,2020-05-06 00:00:00,,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-11-05 00:00:00,,,,
HAPVIDA,NM,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-20 00:00:00,2020-05-20 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-16 00:00:00,,2020-03-26 00:00:00,,2020-05-14 00:00:00,2020-05-20 00:00:00,2020-08-14 00:00:00,2020-08-13 00:00:00,2020-11-17 00:00:00,,,,
HELBOR,NM,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-16 00:00:00,2020-06-16 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-13 00:00:00,,2020-06-17 00:00:00,,2020-05-18 00:00:00,2020-06-17 00:00:00,2020-08-14 00:00:00,2020-08-13 00:00:00,2020-11-16 00:00:00,,,,
HIDROVIAS BR,NM,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-04-27 00:00:00,2020-04-27 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,,,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
HYPERA,NM,2020-03-06 00:00:00,2020-03-06 00:00:00,2020-03-06 00:00:00,2020-03-06 00:00:00,2020-04-22 00:00:00,2020-04-22 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,2020-01-14 00:00:00,2020-04-24 00:00:00,2020-04-24 00:00:00,2020-07-24 00:00:00,2020-07-24 00:00:00,2020-10-23 00:00:00,,2020-03-09 00:00:00,,2020-04-27 00:00:00,2020-04-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-10-26 00:00:00,,,,
IGUA SA,MA,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-05-13 00:00:00,2020-05-13 00:00:00,2020-07-24 00:00:00,2020-07-24 00:00:00,,,2020-05-26 00:00:00,2020-05-26 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
IGUATEMI,NM,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-06-25 00:00:00,2020-06-25 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-26 00:00:00,2020-05-26 00:00:00,2020-08-04 00:00:00,2020-08-04 00:00:00,2020-11-05 00:00:00,,2020-02-19 00:00:00,,2020-05-27 00:00:00,2020-05-16 00:00:00,2020-08-05 00:00:00,2020-08-04 00:00:00,2020-11-06 00:00:00,,,,
IHPARDINI,NM,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-04-28 00:00:00,2020-05-08 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-18 00:00:00,2020-05-18 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-05 00:00:00,,2020-03-25 00:00:00,,2020-05-19 00:00:00,2020-05-19 00:00:00,2020-08-14 00:00:00,2020-08-13 00:00:00,2020-11-06 00:00:00,,,,
IMC S/A,NM,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-10 00:00:00,2020-07-10 00:00:00,,,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-08-31 00:00:00,2020-08-31 00:00:00,2020-11-16 00:00:00,,2020-03-31 00:00:00,,2020-06-02 00:00:00,2020-06-01 00:00:00,2020-09-01 00:00:00,2020-08-31 00:00:00,2020-11-17 00:00:00,,,,
INDS ROMI,NM,2020-02-11 00:00:00,2020-02-11 00:00:00,2020-02-11 00:00:00,2020-02-11 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-07-21 00:00:00,2020-07-21 00:00:00,2020-10-20 00:00:00,,2020-02-12 00:00:00,,2020-04-29 00:00:00,2020-04-30 00:00:00,2020-07-22 00:00:00,2020-07-22 00:00:00,2020-10-21 00:00:00,,,,
INDUSVAL,N2,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-11-01 00:00:00,,2020-07-01 00:00:00,2020-07-01 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-11-12 00:00:00,,,,,,,,,,,,
INTER SA,MA,2020-04-13 00:00:00,2020-04-14 00:00:00,2020-04-13 00:00:00,2020-04-14 00:00:00,2020-06-08 00:00:00,2020-06-08 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,,,2020-06-30 00:00:00,2020-06-19 00:00:00,2020-08-13 00:00:00,2020-08-28 00:00:00,2020-11-12 00:00:00,,,,,,,,,,,,
INTERMEDICA,NM,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-16 00:00:00,,2020-02-21 00:00:00,,2020-05-07 00:00:00,2020-05-06 00:00:00,2020-08-07 00:00:00,2020-08-06 00:00:00,2020-11-17 00:00:00,,,,
IOCHP-MAXION,NM,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-03 00:00:00,,2020-03-06 00:00:00,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-04 00:00:00,,,,
IRBBRASIL RE,NM,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-02-18 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-29 00:00:00,2020-06-30 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-11-03 00:00:00,,2020-02-19 00:00:00,,2020-06-30 00:00:00,,2020-08-31 00:00:00,,2020-11-04 00:00:00,,,,
ITAUSA,N1,2020-02-17 00:00:00,2020-02-17 00:00:00,2020-02-17 00:00:00,2020-02-17 00:00:00,2020-06-17 00:00:00,2020-06-17 00:00:00,2020-06-23 00:00:00,2020-06-23 00:00:00,2020-09-23 00:00:00,2020-09-23 00:00:00,2020-05-11 00:00:00,2020-05-11 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-11-09 00:00:00,,,,,,,,,,,,
ITAUUNIBANCO,N1,2020-02-10 00:00:00,2020-02-10 00:00:00,2020-02-10 00:00:00,2020-02-10 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-11-30 00:00:00,,2020-05-04 00:00:00,2020-05-04 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,2020-11-03 00:00:00,,,,,,,,,,,,
JBS,NM,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-11 00:00:00,,2020-03-31 00:00:00,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-14 00:00:00,2020-08-17 00:00:00,2020-11-12 00:00:00,,,,
